Elect.Particip,Old.Pop.,Mid.aged.Pop.,Young.Pop.,Children.Pop.,Highschool.degree,No.school.degree,Registrd.Web.Doms,Business.Regstr.,Income,GDP.growth.2009,GDP.growth.2008,Workforce,X.cars,Agricult..workf.,Prod..workf.,Manufac..Workf.,Constr..workf.,Service.workf.,Trade.workf.,Finance.workf.,Pub..serv..workf.,Bankruptcies,Unemploy.,Unempl..Youth,ranking,Type_Urban,State_Bavaria,State_Berlin,State_Brandenburg,State_Bremen,State_Hamburg,State_Hesse,State_Lower Saxony,State_Mecklenburg-Vorpommern,State_NRW,State_Rhineland-Palatinate,State_Saarland,State_Saxony,State_Saxony-Anhalt,State_Schleswig-Holstein,State_Thuringia,Region_North,Region_South,Region_West
60.3,32.7,23.3,8.0,12.9,31.9,14.4,75.2,69.3,14619.0,-1.0,6.8,601.0,510.1,4.6,15.8,8.0,7.2,79.5,32.2,10.5,36.8,60.5,15.9,13.5,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63.9,33.7,23.6,7.7,13.1,35.6,12.7,60.8,63.2,15793.0,-0.5,3.2,537.5,528.7,7.6,23.0,11.6,10.8,69.4,24.1,11.0,34.3,44.6,11.6,10.7,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57.8,33.3,23.0,8.4,12.3,33.0,10.4,136.6,90.9,15039.0,-2.5,5.8,680.1,469.0,4.3,11.5,5.2,5.5,84.2,44.2,11.3,28.7,34.1,12.4,11.1,a>e>c>b>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62.2,33.2,23.0,7.9,12.6,32.4,12.0,37.9,69.6,13919.0,-0.7,3.6,628.0,482.2,5.0,16.1,9.4,6.0,78.8,18.3,13.2,47.3,179.4,17.2,14.2,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66.2,28.6,24.3,8.3,11.7,38.5,9.6,109.8,91.4,16641.0,-2.4,-4.0,946.7,479.8,0.4,20.6,13.0,6.1,79.0,22.3,24.5,32.1,149.2,13.3,13.0,a>e>b>c>d,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64.7,31.3,23.3,7.5,13.0,34.5,6.1,61.7,68.0,15548.0,-2.8,1.1,618.7,536.0,2.5,38.3,26.9,10.6,59.2,21.6,9.3,28.2,102.8,13.2,11.3,a>e>c>b>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64.9,30.0,24.0,7.8,12.8,38.9,7.9,70.6,68.5,15968.0,-3.4,5.5,661.7,535.1,3.8,34.5,24.4,9.6,61.7,22.1,11.7,27.9,102.4,11.7,11.2,a>e>c>b>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64.3,30.6,23.2,7.4,12.2,36.4,8.2,68.7,69.8,16062.0,-3.0,1.9,673.8,536.4,2.7,33.9,24.3,9.1,63.5,22.9,10.9,29.7,130.7,12.1,11.3,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63.9,30.1,23.5,7.8,12.4,37.8,8.2,67.7,73.9,16050.0,-2.8,-0.2,734.8,518.2,1.9,32.2,23.1,8.1,65.9,22.6,14.9,28.4,115.7,12.6,11.3,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67.6,23.6,30.0,10.8,13.3,45.3,8.0,174.8,117.9,16135.0,-1.5,-1.7,893.3,390.3,0.4,16.6,10.9,4.9,82.9,21.2,23.8,38.0,128.8,11.6,13.3,a>e>b>c>d,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65.4,30.1,24.0,7.8,13.3,39.6,9.7,67.1,63.6,15987.0,-3.1,0.7,665.1,540.5,2.8,32.0,21.4,9.4,65.2,23.0,12.6,29.6,107.6,12.1,10.9,a>e>c>b>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62.7,30.5,22.5,7.5,12.8,33.6,9.0,71.3,91.9,15003.0,-0.5,0.2,628.0,505.5,3.0,27.8,17.8,8.3,69.2,22.5,11.3,35.4,116.1,15.8,14.3,a>e>c>b>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64.7,29.7,24.3,7.5,13.3,37.3,8.5,74.8,76.7,16303.0,-4.3,4.6,685.0,505.4,3.5,33.5,23.6,9.1,63.0,24.0,11.2,27.8,115.5,11.8,11.3,a>e>c>b>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65.5,29.5,24.2,7.7,13.5,38.1,9.5,83.7,75.7,16094.0,-1.4,3.6,619.6,525.6,4.2,30.8,18.7,11.1,65.0,23.8,10.0,31.2,88.5,11.7,12.3,a>e>c>b>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66.1,25.2,30.2,9.5,12.5,44.7,10.2,194.7,116.0,15157.0,-0.4,0.5,841.8,366.3,0.3,15.9,9.2,5.5,83.8,22.6,26.8,34.4,227.1,15.1,14.6,a>e>b>c>d,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64.2,30.9,24.5,7.7,13.1,36.7,8.4,75.1,81.5,16432.0,-1.0,4.1,560.4,526.7,3.8,29.6,16.5,11.8,66.6,25.9,11.4,29.3,167.0,12.8,12.9,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61.4,30.9,24.7,8.1,13.1,40.5,10.5,56.9,83.0,15658.0,-0.3,6.5,660.1,520.8,4.9,28.6,16.3,11.1,66.4,26.3,12.2,28.0,129.4,13.5,13.6,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61.7,30.8,22.5,7.7,11.0,41.0,5.9,66.1,72.1,16134.0,-2.3,6.3,799.3,468.3,1.4,18.4,12.2,5.8,80.3,23.3,21.3,35.7,165.2,14.7,15.0,e>a>b>c>d,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62.3,26.8,26.8,10.1,12.8,40.5,11.2,92.3,73.3,15294.0,0.3,-0.3,799.9,368.5,0.3,12.2,5.5,5.2,87.5,21.4,24.0,42.1,120.9,13.9,12.8,e>a>b>c>d,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61.1,27.3,26.5,10.5,11.9,45.2,9.7,97.1,92.8,15556.0,-2.1,3.8,902.1,424.1,0.3,14.0,7.3,5.7,85.7,21.6,25.3,38.8,209.5,13.5,14.4,e>a>b>c>d,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63.0,31.2,24.4,8.3,14.0,32.5,11.3,57.1,58.0,15519.0,-2.5,-7.2,608.4,541.2,7.2,27.3,17.1,8.5,65.5,23.4,10.1,31.9,96.5,12.6,12.9,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59.1,31.3,23.6,8.2,11.9,36.8,11.3,56.1,62.9,15483.0,-8.8,5.0,626.2,509.0,2.9,33.6,26.1,6.4,63.5,22.7,12.6,28.2,142.3,14.0,12.5,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61.2,32.1,25.6,8.0,13.3,31.3,9.3,49.4,62.2,16136.0,-6.2,10.6,568.8,556.9,4.4,30.9,21.4,8.0,64.8,26.8,9.7,28.3,194.3,9.8,11.4,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59.6,30.9,23.4,7.8,11.9,37.2,12.3,53.1,62.2,15609.0,-5.4,-0.9,578.8,503.8,4.7,26.2,14.8,8.4,69.2,25.3,10.6,33.3,116.1,15.3,15.2,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61.1,31.1,23.7,7.8,12.5,34.9,8.5,65.7,57.6,15519.0,-6.2,-0.8,608.9,497.5,2.8,25.3,16.2,8.5,71.9,26.4,10.5,34.9,176.5,13.0,10.2,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60.8,32.0,24.1,7.9,12.9,26.4,11.6,48.0,65.7,16326.0,-3.4,1.4,604.5,541.9,5.1,28.7,16.9,11.0,66.2,20.1,9.0,37.2,166.4,11.6,11.2,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58.6,31.9,22.9,7.4,11.9,29.9,14.8,44.1,64.7,15389.0,-5.1,3.1,560.4,521.4,5.2,25.6,16.1,8.6,69.1,27.2,9.9,32.1,142.7,17.3,14.9,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60.3,31.6,25.0,8.0,12.7,27.4,9.6,63.7,71.8,15960.0,-4.7,-0.3,620.9,548.1,3.2,31.4,19.5,10.0,65.4,28.0,12.6,24.7,123.1,12.8,14.0,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56.6,31.0,23.6,7.9,12.1,31.0,11.7,57.5,57.7,15114.0,-5.0,-0.8,610.5,479.8,2.7,27.6,19.2,7.2,69.7,22.2,11.2,36.4,161.8,13.7,10.3,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61.0,31.6,23.9,8.6,13.5,36.7,13.3,44.5,53.1,14783.0,-2.1,2.8,616.5,499.9,5.5,23.4,13.9,8.8,71.2,20.6,11.3,39.2,109.7,16.2,16.1,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62.7,31.8,23.3,7.8,11.9,31.1,9.1,62.5,74.2,15613.0,-5.1,3.8,594.5,527.7,4.3,29.9,21.0,8.3,65.8,23.1,12.4,30.3,138.1,12.6,12.1,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66.6,28.2,27.5,10.2,13.1,49.4,7.7,127.2,93.6,15506.0,-1.0,-1.1,963.8,421.3,0.7,16.3,9.6,5.2,83.0,22.2,24.6,36.3,67.2,12.1,10.9,e>a>b>d>c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63.7,31.7,23.5,8.1,11.0,44.5,12.1,75.2,82.5,15658.0,-1.0,-0.8,811.1,439.7,0.6,15.1,8.3,5.6,84.3,22.6,22.3,39.4,133.7,14.8,13.4,e>a>b>c>d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70.3,24.2,30.4,12.2,12.7,61.9,4.8,155.7,95.2,15127.0,-0.5,-4.8,894.7,397.4,0.3,20.2,15.7,3.8,79.5,18.4,19.8,41.3,126.9,8.6,6.4,e>a>b>d>c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.0,33.6,22.8,7.7,10.1,42.7,9.7,112.2,83.9,17898.0,-1.1,-5.5,826.0,493.8,0.3,20.0,14.6,4.9,79.8,24.5,16.6,38.7,149.4,11.5,11.8,e>a>b>c>d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67.9,26.2,29.0,10.2,13.7,53.4,7.5,133.3,90.8,13895.0,2.6,6.1,742.8,406.1,0.3,12.7,7.5,4.8,86.9,23.1,18.9,45.0,70.0,12.3,10.3,a>e>b>d>c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65.8,28.8,25.8,7.5,12.8,50.4,10.2,88.5,84.1,15940.0,-3.7,-19.5,995.8,466.2,0.5,29.9,25.2,4.4,69.6,24.0,18.9,26.7,147.9,12.3,12.6,e>a>b>c>d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70.5,29.7,26.5,8.8,14.9,42.1,4.7,65.2,64.7,14955.0,-2.1,1.4,606.3,529.8,3.0,39.2,24.8,14.2,57.7,20.9,8.6,28.2,35.4,10.3,9.4,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.3,30.1,24.4,8.7,12.7,38.9,10.1,56.6,66.7,15002.0,-2.4,7.5,621.0,506.4,2.4,26.4,14.7,11.4,71.1,23.3,11.5,36.4,73.9,13.6,13.4,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65.2,31.6,25.2,8.1,12.9,32.6,4.8,56.1,52.2,16426.0,-7.3,8.7,597.0,551.8,3.6,40.7,30.6,9.1,55.6,20.1,8.9,26.6,114.7,9.1,9.1,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63.4,30.2,25.4,8.0,14.1,45.3,8.8,70.4,62.5,14885.0,-2.5,9.8,634.4,484.3,5.1,27.1,17.6,9.0,67.8,21.4,10.8,35.7,58.0,13.5,11.3,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61.6,31.9,23.6,7.8,12.6,38.7,6.1,47.4,64.9,14320.0,-4.3,0.0,555.1,528.2,4.8,26.5,17.1,9.1,68.7,19.5,8.5,40.7,82.7,16.4,13.4,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.8,31.4,24.8,8.2,12.1,39.5,9.2,72.0,72.1,15760.0,-4.4,-0.9,658.8,551.1,2.5,36.7,27.6,8.1,60.8,20.3,11.5,29.0,98.8,9.7,9.5,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.8,31.1,24.9,7.7,13.4,41.6,6.6,66.7,67.9,15635.0,-4.0,0.5,692.1,508.3,3.0,34.2,23.6,9.7,62.7,23.0,11.0,28.8,65.0,10.3,9.1,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63.7,32.3,25.5,7.8,13.4,36.0,7.1,73.7,63.8,15404.0,-4.6,-7.9,533.5,518.8,5.8,35.7,24.5,10.9,58.4,22.1,11.1,25.2,81.4,13.4,11.9,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.9,31.3,25.6,8.5,12.6,31.6,5.1,55.9,71.8,15904.0,-2.2,-1.1,561.4,568.7,4.6,37.9,27.5,9.6,57.4,20.2,8.9,28.4,109.0,8.6,7.8,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65.8,30.7,25.0,8.7,12.3,43.4,7.2,95.6,75.8,15690.0,-3.4,9.8,638.5,504.5,2.0,34.9,26.5,7.8,63.0,22.1,12.2,28.8,50.6,11.7,9.7,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66.4,32.3,25.8,7.8,13.8,39.1,5.1,75.9,90.2,14753.0,-1.9,0.3,543.5,531.1,5.0,31.4,17.4,13.5,63.7,24.4,8.6,30.7,58.7,9.4,8.8,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61.6,31.7,24.2,7.5,11.7,35.6,6.0,66.6,78.5,16634.0,-3.4,6.6,664.0,537.9,1.7,42.5,31.7,9.4,55.8,19.6,11.9,24.4,71.4,8.5,9.0,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.3,31.2,23.7,7.7,11.5,36.7,8.6,63.5,65.7,15483.0,-5.3,2.3,629.1,512.3,2.8,33.1,23.0,8.5,64.1,21.9,11.3,30.9,96.8,10.8,10.5,e>a>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67.7,32.0,25.0,7.8,12.9,38.8,6.0,186.4,78.2,15821.0,-2.8,-1.0,623.5,539.4,4.7,32.3,21.4,10.0,62.9,30.0,9.3,23.6,85.5,9.5,9.7,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66.3,31.6,24.2,7.9,12.7,38.7,6.8,60.6,74.7,15472.0,-3.0,-0.2,674.4,560.2,5.6,40.5,31.2,8.7,53.9,19.4,9.8,24.7,83.9,9.7,8.5,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66.7,32.2,23.1,7.1,12.0,40.1,6.6,64.7,81.8,16229.0,-1.8,-2.5,560.4,546.7,4.7,35.9,22.9,12.1,59.4,23.8,8.7,26.9,74.8,11.4,10.0,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61.4,31.3,23.1,7.3,11.6,39.8,5.8,48.9,73.2,15359.0,-2.9,2.1,581.3,507.1,3.2,31.0,21.5,8.5,65.8,27.0,9.5,29.3,76.4,15.8,12.4,a>e>b>c>d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
